monthly_spend,tenure_months,support_tickets,avg_session_minutes,discount_usage_rate,last_payment_delay_days,customer_region,customer_segment,signup_channel,subscription_plan,churn_flag
0.6891679219822169,2.9855916965180263,-0.8498823645639055,-0.36671108673713,-0.5244490624826605,-2.3139802124869453,North,Consumer,Distributor,Basic,1
1.70807589377707,0.8250445704301763,-0.0171283004955298,2.12607608831455,-0.6114416041315257,-1.0984982457103636,North,Consumer,Distributor,Premium,0
1.8064371574254527,-2.0039309890293358,-3.2240512990080594,-2.153510158326699,-0.8856653942755266,2.492311817206056,West,Consumer,Online,Standard,0
-1.4494142499271243,-0.9279607003883128,2.107887374213872,1.541914644762469,0.5836952627970088,-1.1225230172087666,South,Corporate,Online,Standard,0
-0.8232192566906564,-1.0342452680072531,1.061406572510643,0.9791350019835656,-1.691665598242095,-1.0930038303246106,East,Consumer,Distributor,Premium,0
1.3690609445095865,-5.321528261706285,-1.9916895148923437,0.4824140231397127,0.208938332625051,0.2173915920663272,East,Consumer,Online,Basic,0
0.3371511416581202,2.212447841997675,-0.0405264124471975,0.2048201739224973,0.5043027013704957,-1.4996476105908552,East,Consumer,Distributor,Standard,1
0.4725960769310959,0.3137611247088148,0.654769268474261,1.925163794486332,-0.1726412731412253,-2.023981520966472,North,Consumer,Retail,Standard,0
-0.537383559019011,-1.1088031907628737,2.061661958276048,2.3450729982631997,-0.8065255093062753,-0.2135700638655929,South,Home Office,Retail,Basic,1
-0.0169257934933066,0.9312769382233356,1.7618059804975097,2.4768160963293706,-1.242213477488365,-1.6832872780099468,North,Home Office,Retail,Premium,1
-1.9111092953958,-1.7153617221355708,1.2722580243469053,0.0355934021370727,-0.272364553116305,-0.7696104168816018,South,Consumer,Distributor,Basic,0
-0.2229569011664167,-0.9310773312082284,-0.8356939284730442,-1.676473736394389,-0.5447663509643413,1.981230099415312,West,Home Office,Distributor,Premium,0
-0.4793998637152055,-0.1990053429401805,-0.010784591316635,0.5511038454475717,-0.6268350150822133,-3.569172686819624,East,Home Office,Distributor,Premium,1
0.7456127640341542,1.2576415058611867,-1.1883558663792697,-0.7307117161444037,0.8434840342753179,-0.7628784173625258,North,Corporate,Online,Basic,1
-1.652955141539626,-1.6511758936388312,1.0719825257946518,0.1820918692690708,-0.3135329802383773,-1.1333647592015437,East,Corporate,Retail,Standard,0
0.5411918915034305,-4.389363651848566,-2.9177949666329344,-1.4797739064789868,-0.1718910034585239,-1.2864620616589817,North,Home Office,Retail,Basic,1
-1.594153554317852,-0.9960067013430924,1.7314223996291582,0.7491823715151059,0.0537343999390685,-0.5953010976544548,West,Consumer,Distributor,Premium,0
0.769225579266466,-1.2107634295606993,-0.7586818326452338,0.1752341246268023,1.0921310332759733,0.3544113241428093,West,Home Office,Distributor,Premium,0
-2.911484527263728,-1.45665795066952,2.979453951168595,0.9886905029402884,0.1801187009624474,-0.92618556204905,West,Consumer,Online,,0
1.7693822471202507,1.4286016720280847,-0.5268336966073848,0.8856428701071555,0.7819621784435663,0.5552713725169593,East,Consumer,Online,Premium,1
1.058131032160036,0.888348148195137,0.2634669210881707,1.5751310338294593,-1.4897055441903944,-0.7206722205441611,West,Home Office,Distributor,Basic,1
-1.3798524246773272,-1.2379593866278364,1.917359334673112,1.2722744585628367,,-0.4807484180929646,South,Home Office,Retail,Basic,0
0.8517239275457301,-1.7912983750521612,-3.0143617359874293,-2.7889649255397595,-0.9101393397660116,1.5190316348281023,North,Consumer,Distributor,Standard,0
0.4610882775032228,-0.3541785962712599,0.2387629947263934,1.393213076957352,0.3365174405998832,-1.4606199097658268,East,Corporate,Retail,Basic,0
3.0606108270066623,-2.8237702538206597,-4.163869256567486,-0.8452959115068313,0.7471918827795917,-0.0885371543248442,South,Home Office,Online,Standard,1
1.3167683191943622,-0.8667868654977835,-2.98658237143688,-2.613089288337582,-0.7009895101867559,2.0572871390196377,East,Consumer,Distributor,Premium,0
1.1946963896024732,-3.380336886013039,-2.3286962433733915,-0.44817328797936,0.5982256731496962,-0.5514317597261379,West,Corporate,Distributor,Premium,1
-0.7233049930340343,-1.149795856937058,0.6303733725021621,0.5885346087392406,-0.8952752266617015,-1.1147761063945028,South,Corporate,Online,Standard,0
1.760903962627672,-1.5425864812433543,-2.408407369464933,0.0535035905004921,1.6863918258525596,-1.957038082680041,West,Consumer,Retail,Basic,1
0.6809952227882391,-0.998293952149016,-0.8470894654648402,0.8779325143307112,-0.9215148653757372,-2.869233695415628,North,Corporate,Distributor,Premium,1
-0.4932972042618511,-0.845508759214199,-0.8947589795209949,-2.514844733909653,-0.4946624788454841,3.3568419032532915,South,Corporate,Retail,Standard,0
-2.0797439495197483,-1.6327954266932432,2.342058078513789,1.0825829790154058,0.6911214031615134,-0.4761329637961861,West,Home Office,Retail,Basic,0
1.7983102909214248,0.1979535912864281,-1.2644220611966812,0.1375014748038783,-0.3099226345306354,1.14696297015014,North,Home Office,Online,Standard,1
1.4644932919168094,-1.713118277004299,-2.140094546802091,-0.4459897644176814,0.3105439206473239,-0.2001294298952989,East,Home Office,Retail,Standard,0
1.4482429776034818,-1.7286040896463644,-1.6904100956415735,0.273497313694469,-0.9337382785345164,-0.7377266993000593,South,Home Office,Distributor,Standard,1
0.9225125347162632,2.469247942740548,-0.1010443387506709,1.0860210462545676,-1.1597180646673015,-2.584707068683916,East,Consumer,Online,Premium,1
-0.1406255200760254,-0.6979259967035538,0.960520727082798,1.5192150506985185,-0.9198509835459447,-0.9116085451988132,West,Home Office,Distributor,Standard,1
1.5318799595073074,0.1288843743673349,-0.2466142294374366,1.475395537568653,-0.5860936315854498,0.0149458765108225,West,Corporate,Retail,Standard,1
1.01246908230488,-0.9927332558037444,-3.283016850309368,-3.467364182563954,-1.998097510600128,2.546768740802202,West,Home Office,Online,Premium,0
0.1125811105420749,0.0907796501052347,2.829341887388443,3.3898199075478685,-0.0580040127616344,1.0416663722372097,East,Home Office,Retail,Standard,1
-0.3227048221074269,-1.2591887741984369,0.2215350206162779,0.6274487323016693,-0.9485372309856288,-1.281857018172731,West,Corporate,Online,Premium,0
1.5062339850985502,-1.3990771040465215,-1.5040479311103403,0.2726876428982911,-0.7802983896320728,-0.0213201936911324,West,Home Office,Retail,Basic,0
2.004404026204736,2.213325585459456,-0.3359535828833222,1.341693323399487,-0.7879617923754993,0.0736750483349089,North,Corporate,Online,Standard,1
0.3280210712932058,1.8686633175660068,-1.0116277780320158,-0.6571848809665033,1.818115232233836,-2.4547273670093044,North,Home Office,Retail,Premium,1
1.827637051028939,-2.818103179762339,-2.1997974357383074,0.2400566452953171,-0.2927905996528016,-0.2933433533390183,South,Consumer,Online,Standard,1
0.4908647621319515,1.0238742750436465,-0.6917979509125474,-0.7414518558200549,0.7163649867536668,0.5598381430438697,East,Corporate,Retail,Standard,0
0.6113011820526373,-2.1137733229488,-0.1144701073092845,1.1657086489081423,-0.804747907126392,-0.024015570812385,West,Home Office,Distributor,Standard,0
0.6257876982135117,-0.7919952632223612,-1.6586870435954908,-1.7164474454837193,0.1428089238547089,1.8796319854254,South,Home Office,Distributor,Standard,0
-0.1673219984351612,0.0287530815052301,1.1832875274168386,1.9020770925930743,-1.4521427028510072,-1.9959795962836928,West,Corporate,Online,Premium,0
0.3724635322156365,-0.9740031303510096,-2.4101299980742925,-2.2957888684764534,-0.7288418527335517,-0.192357286150373,South,Consumer,Retail,Standard,1
0.9689314181330384,1.906725053326864,-0.9974389250987123,-0.1710709150902429,1.5577143692040132,-1.5103157303511363,West,Consumer,Retail,Premium,1
2.103210362756316,-2.236061406821282,-3.303982298508085,-1.0924414989681557,1.4114806616113889,0.0356820477040407,East,Home Office,Retail,Premium,0
-0.7551322094501735,-1.7073264226417448,0.1854132564439925,0.1568043936265989,0.5489081674192613,-1.181809484506191,East,Consumer,Retail,Premium,0
1.2093102511399083,2.867927716304062,0.0690322083921404,1.1715388523461585,0.4713003682619514,-1.3828890227393755,North,Corporate,Distributor,Premium,1
0.819069923525783,-0.6067983381368016,-0.2237842626903289,1.343306830384987,0.8257343364609151,-1.5993567043128083,East,Consumer,Online,Standard,0
