age,monthly_income,years_at_company,performance_score,training_hours,overtime_hours,office_location,department,recruitment_source,job_level,attrition_flag
0.0661466765789627,5.227575468458527,-0.8565930654046121,-0.6613681676193859,-1.329563784515762,0.0672768757171448,East,Consumer,Online,Basic,0
-0.6374235884749229,0.6078191582012145,0.0529187177814816,1.7727322384555668,1.4662224977225708,0.5194471884259186,North,Corporate,Online,Premium,0
0.5212112312705982,-0.7347456469623548,-0.1942496167711598,0.7307873408534578,-1.196921580447016,1.2318162300699604,West,Consumer,Online,Premium,1
0.662110855137914,-1.7074616587539286,0.0054729538699422,-1.074203082198681,-1.214538311652635,0.6187145290371515,North,Home Office,Online,Premium,0
1.3480119327508169,-0.0382008189769462,-2.5796556841535683,-0.0562336436474196,-0.4283077462163764,-0.1596451428346318,North,Consumer,Distributor,,1
0.3766587068947451,-0.6610869114232906,-1.149027672954409,-0.96354719064744,1.0251994217986202,1.8580058709321767,North,Home Office,Online,Premium,0
0.2224817588354701,4.31614872551635,-0.5164302370459593,1.0039156639486737,-2.209690380459862,0.5090098344254715,East,Consumer,Distributor,Premium,0
0.3443056327248147,0.3814311942678977,-1.5250635701817554,-1.4927565212120306,1.299201456317082,-0.9882558731949856,South,Consumer,Distributor,Basic,1
-0.3123545849979671,-0.690574001218196,0.1765351252551645,-1.1381218555842163,1.2899202434150627,-0.8237619341528004,North,Corporate,Distributor,Basic,1
0.2260783752819773,2.162649898901457,-0.8970371994166043,0.7098195367471538,-0.52068867449704,-1.7507704208868051,North,Consumer,Retail,Premium,0
0.3134477257941912,1.0580284066341596,-2.1497541409413867,-1.5172831862069347,2.056963929589616,0.652170239749522,East,Consumer,Online,Basic,1
-0.0028778373981363,0.6500583798253201,-0.570247091735054,-0.452784459566197,0.6606453556668919,0.3345284937768375,North,Home Office,Distributor,Basic,1
0.0160878007510587,-3.061881661292068,-1.454002288218694,2.4487928070854217,3.337130994490753,0.0733089010296343,South,Corporate,Retail,Standard,0
-1.0887182972224565,-0.8199616621551706,2.481348970224013,1.4471762892796634,-0.0889167715130717,0.9276484243143808,West,Consumer,Online,Premium,1
-0.2696162730258445,-0.698446341252235,0.339144978365806,-1.0877343797556638,0.8869726947432297,-0.1683889698964073,East,Consumer,Retail,Premium,1
-0.1579895833055799,1.0624032563528196,-0.7232601583746325,-1.6173128092439055,1.406204220476619,0.0862273505374004,West,Consumer,Retail,Premium,1
1.4505153414075012,-0.6604604396409426,-0.8515902191563958,0.590600596062639,-3.2875072491966684,0.9362598790061184,East,Consumer,Online,Standard,0
-0.9157390004048148,0.5445965044171168,1.333371157914692,2.219441083544994,0.343600715655195,-1.1414190245748816,North,Home Office,Retail,Premium,1
0.4668364737820077,1.0550198691560104,-0.5575828340476416,1.8602492405909812,-1.5030208096554127,-1.1891487839798416,North,Home Office,Distributor,Standard,1
0.2806375889850631,-1.1183981159881056,-0.4102699924524555,0.3300415648016022,0.2005001832581849,1.0618736197190417,North,Corporate,Online,Standard,1
0.5478748852749434,2.521083850328894,-1.7250315783306216,-0.3936320774929307,-0.2935628185296306,-0.6479458492528949,North,Consumer,Online,Basic,1
0.6305605552620706,,-1.480263894587994,-1.4265513077981542,0.6593183180772071,0.0475659115712881,West,Corporate,Retail,Premium,0
-1.7290412730948987,-1.912520151011686,4.201389395069016,1.978359547236593,-0.2002877918702791,-0.7384227896169624,North,Consumer,Retail,Premium,1
0.4816271638356849,-1.9957840743183175,0.0391328760755131,-1.871591251288729,-0.3934470022459857,-1.7115458609151266,,Consumer,Online,Premium,0
-0.2025447392589902,1.5835626269024692,-0.7449142681650424,-1.4010943519145245,1.299098420439754,-2.632953339204072,South,Consumer,Retail,Standard,1
-0.4947730827260984,0.4406132755971624,-0.5358091888633365,0.9492455212832104,2.129155457689749,-0.1175479467245625,South,Home Office,Distributor,Standard,0
0.3517264339112949,1.2960616149637652,-1.8486911283261689,-0.6042752054795166,1.191576071303436,-0.9935368953588566,North,Home Office,Retail,Standard,1
1.3960206510117104,-1.3192845551610213,-0.886798530807671,-0.9763705342979812,-2.474066168949044,-0.604918102938683,West,Corporate,Retail,Premium,0
0.9047368133718006,,-0.5850994130159453,-2.232426306405782,-1.1621647462489035,-0.1429251414097782,South,Home Office,Distributor,Standard,0
-0.6007994859681475,0.6337105832766349,0.4414037991326058,-1.6689007414056811,1.2756419778195498,-0.5753914336117676,North,Corporate,Online,Basic,1
-0.4765044425033467,-2.2581006503934384,0.177923008080606,-2.185829740061327,,-2.074345607962163,East,Home Office,Distributor,Standard,1
-0.4309378722226691,2.380900760436063,-0.1399707658192145,2.0788803536580818,0.1601627808606871,-0.3629512388420746,East,Home Office,Retail,Standard,0
0.8636497366435243,-0.4864175647575285,-1.0338783629856512,-0.954400485892951,-0.8727568185977825,-0.816074504067477,South,Consumer,Retail,Standard,0
0.6782836011559101,-0.1842291378905287,-1.8568892357263975,-0.7942436377316356,0.8675505732543625,-0.9904238544250497,East,Consumer,Online,Premium,0
0.0813284344281159,,1.208243580753083,1.081478873176146,-1.5726233301402006,1.2382996437461593,East,Home Office,Online,Standard,1
0.9734771578232078,-1.9399951723629325,-0.646409366974539,-1.6285258400975742,-1.0284076443094703,0.3110855204025073,West,Home Office,Online,Basic,0
-0.3262872784100856,1.433449954591511,-0.5778979845538229,-1.5998184411214151,1.556303893066712,-0.3688898840725782,South,Corporate,Retail,Premium,1
0.5894411135176525,-1.347960645603086,-0.5407853447237353,-2.00834000727236,-0.1379689684920234,-1.6043636986550012,South,Corporate,Distributor,Basic,0
0.9352878373632116,-0.6791264705200949,-1.5326324437671834,-0.8586197342412467,-0.2494603834420509,0.1407292844863913,West,Home Office,Distributor,Standard,0
-0.4109203710023454,1.482531418410997,-0.6162792704866367,0.9224991404780268,1.468790593909255,-1.3804189647734857,South,Corporate,Online,Premium,0
-1.015269241248162,0.8003651544433076,0.7316188390976979,-1.7293717405565907,2.13464747662484,-0.2971359059075029,South,Corporate,Online,Standard,1
0.0098602037571932,0.8739937103336728,-0.9442479826041456,-1.141913461197187,1.2074565828608907,0.117099262423644,South,Home Office,Retail,Basic,1
-0.7605321563279024,1.9949367095712736,-0.3158264365386941,-1.8362119689006289,2.3606565444803285,1.8558534784368996,East,Consumer,Distributor,Standard,1
0.0131439602299631,2.623568975798124,-0.8415314968181706,0.3596447664005939,-0.0646399685133305,0.2191139486926508,North,Home Office,Retail,Basic,0
0.8535147698322878,-0.5976901829118739,-0.6905114145133376,-0.311550951820467,-1.4278578820299477,-2.333672434456211,South,Home Office,Retail,Basic,0
-0.3726553098883878,-0.2618231331807787,-0.9427203327093704,0.1046825378554442,2.840644552664644,0.3135330183044494,East,Home Office,Online,Basic,0
1.2275562177649837,-1.2020315100617234,-1.0524223899669007,-0.4461560098382352,-1.792894089046391,-0.5458817813127742,West,Consumer,Distributor,Standard,0
1.2822242828221806,-0.8361908858853195,-1.4874040230880643,-1.3166164183256162,-1.3308191274929515,-0.6312669002955652,East,Home Office,Retail,Premium,0
-0.3198842878298637,1.7852455081985952,-1.116151381226445,-1.6512528710727408,2.216972355674625,-0.4224285965885717,East,Home Office,Distributor,Premium,1
1.4638168879512472,0.3731277613348219,-3.580742360553944,-0.3725022049879302,0.607393793820939,-0.257818401253398,East,Home Office,Online,Standard,1
-0.0574093324439792,,1.4596117877236796,1.0862335295514265,,-0.6316264814585029,South,Home Office,Retail,Premium,1
0.8969332611929963,2.0662246137699927,-2.609340425981032,-0.1296375001586953,0.1086948879876981,0.1675331214048853,East,Home Office,Retail,Standard,1
0.6391580099349359,0.9672911588122464,-1.6588094922229928,-1.0886147417157497,0.1703501590397671,-0.2504231838314312,East,Corporate,Distributor,Premium,1
-0.8173407736334365,-2.5384878765948584,2.394961698057463,1.0066370875589576,0.0518279269730868,0.7421184018922075,East,Consumer,Retail,Basic,1
1.1588227880367274,-0.3827908996222735,-1.7208723339829206,-0.6723177339855375,-0.8769324243111968,-0.2059663641829537,North,Home Office,Distributor,Standard,0
0.8712972801982062,-1.3379628354796178,-0.5725127454515672,-1.2771808719086182,-1.154303479188494,-0.1515044657402202,North,Corporate,Distributor,Basic,0
0.4568670063912795,-0.963508260470274,-0.9880284834573934,-0.5519353253152679,,-0.7005459078011537,North,Home Office,Distributor,Standard,1
-0.3952247721188991,0.5607925179807256,-0.3770912165297932,-2.378603007477708,2.0246286765054697,0.5183941687586351,South,Corporate,Retail,Basic,1
0.4653843960832482,-0.8885205330804853,-0.284002470069653,0.4969130833473831,-0.7558870794623526,1.2015515558116736,South,Home Office,Online,Premium,1
-0.225564804734485,2.701170144895692,-0.3071813439804203,1.299467843527062,-0.2954651633490961,-0.8663591408230261,South,Corporate,Online,Premium,0
0.3784527230464986,-1.7835895637928982,-1.8900375308743944,0.4621079488489835,2.504087911504357,0.084760314286809,West,Consumer,Distributor,Standard,0
-0.3236240991358844,-1.5955665764218014,2.007523569944328,0.603496780319531,-1.3884419680711717,1.4338339089526828,North,Consumer,Distributor,,1
1.1098448431203578,,-0.6020213375244595,-0.4413982482449426,-2.1714486249933,0.7316243452673031,South,Home Office,Online,,0
-0.0687647583306464,4.283131127557588,-0.900265272816706,-1.085925617732515,-0.2780842047759444,1.7233288311303985,East,Corporate,Retail,Standard,0
-0.4297767896986754,1.687199680234978,-0.7692182363215387,1.2709566252597022,1.6158092702210918,-1.1815969809537503,South,Consumer,Online,Basic,0
-0.4664224208348782,-0.4720715805823848,1.0549794475503715,0.0554981888114023,0.1248721384316096,0.6562539089326846,East,Consumer,Distributor,Premium,1
0.6039822325031493,1.6959792917942775,-1.5958654827352716,0.5580710131637729,-0.4336820852325169,-0.5779837669660846,East,Consumer,Retail,Premium,1
-0.8594763233598359,-0.3576144864958039,2.537576426219393,1.908342952330387,-1.245517304779113,0.178475495417006,West,Consumer,Online,Standard,1
1.1730779507304625,-1.0705978501550786,-1.1282450657956753,-0.5599279381641116,-1.5374089598531977,0.715106951402859,East,Home Office,Retail,Premium,0
0.6977749668485667,1.9570511691331525,-1.6864763586063076,-0.6358007279481332,-0.5404003155666854,0.4549907919179926,North,Corporate,Distributor,Basic,1
-1.0721849748181225,1.9212118492202184,1.4380328663790372,-1.0406708094535664,0.5542243745321083,0.0236291264916207,North,Corporate,Online,Basic,1
-0.0695722906233655,1.0773854428590812,-1.3113566496538238,-0.1851252412658839,1.796357711129397,0.4878949720861646,North,Corporate,Distributor,Premium,0
-0.6768518969013188,1.8541531297047968,-0.7751210843418133,-1.6792270801183573,2.8462956272466284,0.2488053341149761,West,Consumer,Online,Premium,1
-0.3254597873139953,1.6575529946301044,-0.5239844150865751,1.357728089682242,0.881675598499301,1.451845638555544,North,Corporate,Online,,0
-0.2033071083079974,4.011159199698226,-0.5368141670266411,0.017157016672567,-0.4439201085543793,0.1011498862402508,East,Corporate,Retail,Standard,0
-0.4309377914070483,2.41034143041372,-1.615222073721412,-2.3386868860220678,3.177865358259676,-0.29266806447779,East,Corporate,Retail,Standard,1
0.1117072716770327,-0.4662233063536136,-1.3382338600575876,0.8415414528140461,1.8225991512058808,1.2406252197500507,South,Home Office,Distributor,Premium,0
0.062833500560759,0.8420491294134538,-0.8869930649713158,-0.8397251244059952,,0.5477232756108404,North,Home Office,Distributor,Premium,1
0.5300863709795445,2.832620073431374,-2.398630447843007,0.3046213191435014,0.5595870909107219,0.7973898532337309,North,Consumer,Online,Basic,1
-0.0633021034155196,0.9306801383860854,-1.9106316282290725,-1.3965158921383551,2.984865172052108,-1.9571120465013552,West,Corporate,Online,Basic,1
-0.1076596883304643,-0.0381711568833058,-0.7998345890982868,1.821347043592274,1.3424989770734834,-2.2336039319250505,East,Home Office,Retail,Basic,0
0.067226286764061,1.7944071554302412,-0.7761919673595152,-0.0247044536672658,0.1199595942435641,-1.5578694867610614,North,Corporate,Online,Basic,1
1.0319871381784074,1.2810309580032406,-1.9149329338867944,0.0565950461787572,-1.0802756518672516,0.3178884324502434,,Consumer,Distributor,Standard,1
0.9428988095520616,-1.437536622838528,-0.5742865855036823,-1.6077667749917346,-1.2890095508698405,0.4268017260757615,East,Home Office,Online,Standard,0
0.825752530094416,-1.0534205293637078,0.0371602152346934,-1.2649466647776355,-2.101733868239532,-0.2703757573818885,East,Home Office,Retail,Basic,0
