square_feet,bedrooms,bathrooms,property_age_years,distance_to_city_km,nearby_schools_count,property_region,property_type,sale_channel,furnishing_level,house_price
1.426589935991389,-1.0583355828131231,1.3935771569309148,0.2937325428510094,2.268302552748233,-0.987024558062112,West,Consumer,Distributor,Basic,40.62
1.0362622112726787,-0.3029093288963352,-0.1567897661663857,-0.577841589855705,-0.1027493913702924,-0.7885828070457327,North,Corporate,Distributor,Standard,-60.34
0.0038227771673154,0.397857346818973,-2.046145549610236,-0.6318042870860824,-0.723126578551067,-0.950239538946354,East,Home Office,Retail,Basic,-263.86
1.1224917734806974,-1.264943599426806,0.6984744486029886,-1.0959262487064116,0.3306927440312922,1.2957051391435523,East,Corporate,Online,,122.6
-0.9254928553536538,0.4734319641760044,0.6335588024306906,0.7276116179018529,0.0578996669199637,0.8110539205038534,West,Home Office,Online,Standard,130.63
1.350983269797548,1.216969148595857,1.8493272739511075,-1.5398824908322732,0.4643029804523142,1.610748538385822,South,Home Office,Online,Basic,443.27
1.0482700562984726,0.3500610785459173,-0.9939791052968242,1.1572714466177654,-0.3828810058999878,0.2848579605566703,East,Corporate,Retail,Standard,6.03
-0.418348166958875,-0.7053434147859531,0.196582529956399,-0.6108044890751347,-0.3462088420869733,0.6684755465667273,West,Corporate,Online,Premium,19.72
0.407457511467854,-0.2254473207039234,-0.5690705862351724,-0.6431796480829497,-1.0010328332645206,-0.3071779230734957,South,Corporate,Retail,Standard,-75.99
0.1741043748350323,-1.0192464512139658,0.1651563203106657,0.0189843226867596,0.9305440223968566,0.329671195580976,North,Consumer,Distributor,Basic,-54.44
0.4179519873505516,0.0402263107036583,-0.4741664507811687,1.1070612709444003,0.3398780540989561,1.189022169049455,North,Consumer,Online,Basic,80.08
-0.5928365086563504,-0.0924256737095557,-0.2962422801652265,0.5237959224479574,1.979704940498892,0.2215950873962502,East,Consumer,Online,Standard,-39.45
0.0016489136165794,0.2099673887811387,1.8366981932392636,0.7407995957544486,-0.7974089614282214,-0.5149720908007519,West,Home Office,Retail,Standard,148.87
0.5550705300369314,0.1398461375468113,0.7267805080337464,0.4418964493364717,1.3249566244701934,0.8769534469867063,West,Corporate,Online,Standard,182.92
0.0959028844700241,-0.7529828317087826,-1.0634086030372811,0.1493037413869327,0.0849525539081329,-1.635400313791871,North,Home Office,Retail,Standard,-285.7
0.2572420244084816,0.1874223577737244,0.8250888541308949,2.063310553704157,1.24978708596615,-0.8690811795542559,East,Home Office,Online,Standard,18.51
2.084157788681245,-0.3231803136829785,0.8072311121812195,1.1222697361613108,0.4214653802670582,-0.1208454765939355,East,Consumer,Online,Premium,148.86
-0.5768326549317347,-0.6480443357621345,0.8435113794040516,-0.6624168070328589,0.9822984827679372,-0.1259865162224582,West,Home Office,Retail,Premium,-11.97
-1.146379782009449,0.8480120017718047,0.5980006274132343,-0.7598417993127771,2.074342612968436,1.2998293519508344,West,Corporate,Retail,Premium,172.96
1.793492754283594,1.579617991679083,-2.0953699144907056,-0.2630944273559045,-0.7322216788846351,0.8407310355420321,West,Home Office,Distributor,Premium,56.81
0.3844352600475734,0.513937926351047,0.1214823803642342,-1.39634327788916,1.9583995509781855,-0.2674229203981211,East,Consumer,Distributor,Standard,38.59
-0.4984726335955261,-0.5564069383172334,-0.7379450781743608,0.9863324134299146,-0.0809904136827889,-0.0730560010766672,South,Corporate,Distributor,Basic,-129.56
-1.2618118968482013,-0.5307975777920533,-0.8993196700719087,0.075116608656073,-0.4812476900920642,-1.0320836722576598,West,Consumer,Retail,Basic,-248.59
0.1577852359337285,-0.3975381239759915,-0.8601807462956023,1.0433884086137764,0.2804583660133642,-1.826413341694176,South,Consumer,Distributor,Premium,-277.05
0.3121051215508948,1.6115276870713784,0.2111147015362471,-0.5427838059783796,-0.5296013419336201,-0.532247763424804,North,Home Office,Online,Premium,81.49
1.0273299499773154,0.6861352233526605,1.538823310044109,0.261038982679675,0.4332899424693959,2.2207950851180294,East,Home Office,Distributor,Basic,432.86
1.3067416828428515,-1.0190366962868376,-0.730952488424951,-0.3305925623959989,0.4567972440089911,-0.9068939040904492,North,Home Office,Distributor,Standard,-144.64
-0.2302313629640409,1.3549841241983134,0.9482026150289312,-0.0424943071627074,0.500436435837484,-1.3818198143632994,East,Home Office,Online,Standard,44.4
0.503824507197533,0.1023778910238559,1.3714166867361837,-0.0678570356887783,1.6664512759459569,-0.4948949111844464,South,Corporate,Online,Standard,119.13
