marketing_spend,store_footfall,discount_percent,inventory_units,competitor_price_index,festival_days_in_month,store_region,store_format,sales_channel,promotion_type,monthly_sales
0.685525551245693,-1.1647449926352689,-0.4692197578948883,-0.3068725211665757,0.3598692374580549,-0.633516986979928,North,Consumer,Online,Premium,-80.55
-0.1887409145431478,0.6017206302885205,-0.2837814193661653,0.5732336645867391,0.257812857487037,1.2625389047864868,West,Corporate,Online,,148.73
-1.4980477806071113,-0.0850653229782126,0.675267525065914,1.3556507649937526,,-0.3362522161349917,South,Home Office,Distributor,Premium,-138.14
0.5334782366906007,-1.341549934627637,1.0894066842488703,-1.292628261179889,0.0925594866494776,0.7742765024365961,East,Corporate,Online,Standard,41.9
0.4985863291518759,0.965594833776164,0.5076445451423702,0.5202235466085353,1.264234576706756,0.2543108206924233,,Corporate,Online,Premium,136.37
0.1909673671918159,-0.2240702412513034,-0.7770663218004509,-0.4573259400131578,0.7272573032333098,0.5289432240793505,East,Consumer,Retail,Standard,27.08
0.7512454237406845,0.3636878341715402,0.439336660608325,0.5697726951610875,0.4845582183050566,0.2742847633172195,West,Consumer,Retail,Basic,136.92
-0.3321205792645387,-0.3297358503315833,1.1537989629463354,-0.8740221031307854,-0.2105016098473975,-2.519388753603278,East,Consumer,Retail,Standard,-245.43
-0.8850521235652161,0.8784299370157176,-0.4366677979456185,-2.2664428911076904,-0.6602587010938223,-0.7223345149327554,North,Home Office,Online,Basic,-130.44
0.5221317137188429,-1.0108180578924215,-1.62461801451661,1.344015135958666,-0.3782723701233997,0.4457884147971806,East,Corporate,Retail,Basic,-18.65
-0.3205545300149759,1.5764210834523658,-0.3361742591094064,0.0470472335406409,1.2148171911704893,-0.6248560387279491,East,Home Office,Distributor,,1.1
1.252666958887181,0.1392328773540309,0.5973291371087803,-1.7490124766374524,-0.1537977180710741,-0.9843212679117846,East,Corporate,Retail,Standard,31.87
1.1723446264409918,1.7525311063201363,-0.3913184080207595,-1.2011348966472788,-1.4593260360212144,-0.3994323781177271,South,Consumer,Retail,Premium,124.53
-0.6959649224154655,1.5226183734002554,-0.1737628262848192,0.107613312454301,-0.5244471154413868,-1.4596440556878556,North,Home Office,Distributor,Basic,-101.32
1.4715554579987686,0.3519198377199019,1.7011199871393248,-0.0813994252417829,1.416349986885506,0.2395553928552016,West,Home Office,Distributor,Basic,199.14
0.0282671015889952,0.2847338435578954,1.8013031922873206,0.8148659795067342,0.0483693585533912,-0.9977927388897168,East,Home Office,Distributor,Premium,-4.72
-0.4459270382210297,1.079060147872113,0.4973467314123136,-1.987707447433603,0.3768171146812245,-0.018013559553853,South,Home Office,Retail,Premium,18.67
-0.7884250758423793,0.6276588595059738,1.3298193768411146,0.5374038718930392,-1.7924141736289974,0.5672700208002177,West,Home Office,Online,Basic,37.14
1.344232523328842,-1.6708668594186933,-1.4139304052780706,-0.5106160392639866,-1.0911679303721544,1.2809357360067124,West,Home Office,Retail,Basic,96.21
0.1288690015900766,0.554026483179116,-0.8461608620516242,-3.237519868953164,0.7133869997943973,-0.4730617260789407,West,Consumer,Retail,Premium,-61.19
-0.4674708108742085,-0.496126646468229,-0.0388613146064641,-0.2204452797352858,-0.0219045929137205,1.0476752262108866,East,Consumer,Retail,Standard,25.66
-0.1930286766379883,1.1180296021643334,1.8611354283019252,-0.0964257463426739,-0.9696852494811754,1.1165668391535062,East,Consumer,Distributor,Basic,184.78
-0.4458649777343433,-0.939014974021294,0.1597063544145685,-1.6252248399475977,0.6585025266131147,-0.0857234073333572,East,Corporate,Online,Premium,-121.35
-0.1314453733693828,-0.3468108811358932,-0.8262093211103563,0.3524992008320921,-0.5647431321458191,0.3933927770941926,West,Home Office,Retail,Standard,-5.19
1.221890179070776,-0.1003472770944133,0.3023312611098707,0.2899146237136573,-0.0346675336231278,0.227553545141529,West,Consumer,Distributor,Standard,129.17
0.729901389425533,0.909622388047724,-1.4752274078113818,-1.7048018577851178,0.7540459381440904,-1.0783284622818614,East,Home Office,Online,Basic,-36.28
-0.0662293308906107,-0.5003960128810532,-0.5093396792579132,1.0490218324473015,-0.4746989119348576,0.787617721772058,,Home Office,Retail,Standard,24.8
0.0266350276032546,0.150411762396503,-0.301630186673633,-0.33030358069183,-0.4863293110453144,1.322353047769136,West,Corporate,Distributor,Standard,102.38
-1.1433699492930876,-0.2973713819669364,-1.1636966138337503,-0.5273476298191171,-0.0950345664078737,1.35242274345962,South,Consumer,Online,Premium,-20.24
-0.0953670489809147,0.908680129732375,1.983608180389928,0.4639089090073552,0.0587021360400383,0.9497957063802002,West,Home Office,Online,Premium,146.0
-0.7013711707128902,1.2227675835264618,-0.9404188444263156,-0.449406020166717,0.7849281559648773,0.8021606012238242,West,Corporate,Online,Premium,62.33
-1.410013839686648,-1.0349359123398931,-0.3174650583344209,0.7907781641270878,-0.5589907997801775,1.2533992566114884,North,Corporate,Retail,Basic,-38.66
0.4890875189830962,0.6073113860948431,0.2930580073278717,-2.183574682860843,0.2243642137704678,0.3895633487342375,West,Home Office,Distributor,Premium,74.8
-0.0619093106484024,-0.0833309244118836,0.1173390517935497,-0.0967723614716339,-0.6372733416531756,-1.1572915078006387,North,Home Office,Distributor,,-109.52
0.7090097932738997,-0.1631462612436321,-0.1556085946567598,0.1216433784724873,-1.0847911912619237,1.905895597510192,East,Home Office,Distributor,Premium,222.31
1.9685283583109725,-1.264797525563137,0.920027964239464,-0.3235355849891037,1.1313513021401826,0.7230133747239935,West,Consumer,Retail,Premium,163.12
0.909493813038153,2.3514699077433825,1.1411698874850424,-0.6335594148026569,0.279819251136402,-0.0978273199053611,South,Consumer,Retail,Premium,218.11
-0.3634055763817311,-0.1449511321121889,-0.3675875199002621,0.5035525656994368,-1.0950880948761943,-0.8605914179610592,North,Home Office,Distributor,Basic,-131.14
0.6408064803148305,-0.162297973882269,1.6383235514424603,-0.5869641824491542,-1.922136184046085,1.0014593314104785,North,Consumer,Online,Premium,144.03
1.4491398500123458,0.3736603308123866,-0.8742774831182382,0.258696725179793,0.5646357699341396,-0.625303319522649,North,Corporate,Retail,Standard,110.98
0.6796695337913153,0.126263766421329,2.50023890708729,-0.1514855116789593,-1.6356779500998655,0.4275755657236227,South,Corporate,Retail,Standard,152.11
0.4741720096663283,-0.6272946527202924,0.02952733696597,1.329596698531771,0.7270763489153003,-1.269504814126723,South,Corporate,Online,Standard,-119.63
0.2283037728261462,-0.534119278939229,0.561968037050348,-1.2982070106712087,0.1973840388025415,0.9137588607107252,South,Home Office,Distributor,Standard,80.48
-2.1383201298217043,0.5682107852412261,-0.4814503410623276,1.0275891993677393,-0.3032907096533324,0.8112307759112879,South,Corporate,Online,Basic,-71.91
0.3688409615267976,-0.1748444209172933,1.0929374587831773,0.5497839647570902,0.0447881787135405,0.4166067773284281,North,Corporate,Online,Premium,88.53
0.1758067194623049,-1.1731715730015668,0.9675859757738836,0.7165088963199384,0.1734209762199133,0.3233513543730116,South,Corporate,Distributor,Basic,5.58
-0.0531675482405282,-1.97940624865058,-0.3262764278661076,-0.635133430371268,0.9235305001980468,-0.9490559450434212,West,Corporate,Retail,Basic,-192.41
-0.8283082061229181,1.4716538416362357,0.2943507188590957,-2.2409872681128875,-0.7958743717070922,-0.4760420526971957,South,Home Office,Retail,Standard,-22.99
0.322819260726643,-0.182236643917093,0.264532826396104,-0.2651059209790974,-3.3542852213091643,0.994177406832774,North,Home Office,Online,Basic,105.57
-0.1560059902839158,-1.9330884336584573,0.5722175003203153,0.863938547547048,-1.521876303066225,-0.3197691577916657,East,Home Office,Distributor,Premium,-107.98
-1.0739313459122148,-1.3350270867899978,1.061756818214931,0.6396299708360437,-0.0516889048007416,0.5729654946296574,South,Home Office,Online,Standard,-108.27
-1.479855690351778,-0.5787913317409182,-0.1042352624746116,1.013831088989199,0.2694034806841935,-1.073212564214337,East,Corporate,Online,Basic,-234.35
-0.8423108417613676,-1.2394724595501676,1.3821997245110886,-0.9186477364529576,-0.837824816661437,-0.4088298412143526,South,Home Office,Online,Basic,-155.31
-0.7572518162905957,-1.227312965575517,2.338430726598142,-0.1565266065398994,1.0665870741975696,-0.2981435618758656,North,Home Office,Online,Standard,-116.38
-0.8328385685810441,-1.6547405657581673,2.9353475645495024,0.0566353150912852,-0.2388258050236529,1.6432800710126367,West,Consumer,Distributor,Standard,24.34
1.572386943367376,-1.0285922687272993,0.2526323113601685,0.0827263461775945,-0.0611037407133618,0.320331382988148,West,Corporate,Distributor,Premium,90.9
0.5629844029774262,-0.2794208122416378,-0.8120788074537072,-0.6804920435511184,1.130887925147731,0.1794632360280885,North,Home Office,Online,Basic,26.61
2.419646922603161,-0.8105842195237989,-0.7784698164413681,-1.7095580818700695,-1.0591682279224282,0.3715963607002236,East,Consumer,Online,Standard,170.97
-0.009195450046526,-0.0572963678298438,0.1428227497275678,0.301871541313829,-0.0235237641652375,0.7515560209327519,West,Consumer,Retail,Basic,71.1
