monthly_spend,tenure_months,support_tickets,avg_session_minutes,discount_usage_rate,last_payment_delay_days,customer_region,customer_segment,signup_channel,subscription_plan,churn_flag
1.1608408428649244,-0.9847135596893956,0.3153300649194399,0.9382456163230536,-0.5725459088529978,0.8885775588756577,South,Corporate,Distributor,Basic,1
0.3478169192846705,2.125066279036086,-1.9761230808748933,0.980012431866068,-1.3087377312710713,0.4143108293431011,West,Home Office,Retail,Premium,0
-0.6975511362266603,1.239522019752432,-0.7770955847708243,-0.5613284772309838,,-0.6585084307547067,North,Home Office,Online,Standard,1
0.7522981871739287,0.0729288506626407,-1.9934405159801665,0.4807894572299922,-1.8289878491221303,1.415345734759928,East,Home Office,Distributor,Premium,1
1.6477537339103223,0.0773953616795239,-0.7485143602004979,-0.4369053286185941,1.0282597694168114,0.9586409032267244,West,Home Office,Retail,Standard,1
0.2107889035945121,3.2321658359391225,-0.5857992106387749,0.7267079355029684,-2.4760220617644126,-2.8108374438558466,South,Corporate,Distributor,Premium,0
-1.2755243685241158,1.159356759051934,-0.1921062516295109,-1.204437142870479,-1.2631331139418676,-2.3950959919482084,West,Home Office,Distributor,Standard,1
-0.3110130528839555,0.364399747164188,-0.508514535848351,-0.4221930513824481,-1.237401621750171,-0.7805836617435455,East,Home Office,Distributor,Premium,1
-0.8558091588780665,1.3178359825820611,-1.4657477174246414,-1.7114058446189289,0.5835409846676014,-0.5445825770531125,West,Consumer,Distributor,Premium,1
0.3025717264112568,1.0847617761824728,-0.1104353546429024,-0.7838519446623043,-2.0756444837968915,-2.5414502091841564,East,Corporate,Distributor,Premium,1
-0.9499537644310292,-0.0290146604499066,-1.2127044961501603,0.9130330774122744,-0.8449122310270644,1.5606883928309,West,Consumer,Retail,Basic,0
-0.0495853173424429,2.1214230613252387,0.2184630421409154,2.4424254638164817,-1.682864151952718,-0.9620984042773018,East,Home Office,Online,Premium,0
-0.0182215546447795,-0.0383156072744861,0.485571749668809,1.225526587948908,-1.3912572954442437,-0.2902286792530061,East,Consumer,Retail,Basic,0
0.3027778727903573,-0.3925249048194965,-1.4759025841938374,0.3969734859598952,-0.265898362953344,2.0498647978532487,North,Home Office,Distributor,Standard,0
