subject_word_count,body_word_count,link_count,attachment_count,sender_reputation_score,uppercase_ratio,sender_region,recipient_group,email_client,mailbox_type,spam_flag
-1.5712681638468828,0.181973759208495,0.271133186470731,-0.5095390083234461,0.8492620007902586,1.093946394005464,East,Consumer,Online,Premium,1
0.257289596634795,-1.9499456538871416,-2.641288980150054,0.4770769051556199,-1.4465042235778316,2.141723998790951,West,Corporate,Retail,Premium,1
1.0957332420124226,-1.300925527446052,-1.4427085253100935,0.2284165428964089,0.4270707027379967,1.930495377311412,North,Corporate,Online,Basic,1
0.3164525392403652,-2.303518918436459,-1.041970422660672,1.6500194703865811,3.4870531136506675,0.109003725880691,North,Home Office,Retail,Basic,0
-0.8323892494997528,2.86656704497268,1.6390100554567295,-1.1335240641295377,0.6416815172334109,0.8644018651017065,East,Corporate,Retail,Premium,1
1.3297130897073552,2.9329038539159478,0.6085380806914444,0.1112378841330068,0.9303504169031848,0.7209878992169898,South,Corporate,Retail,Basic,1
-1.0269515131227518,-0.0214342724796565,0.9706462384754504,0.2334559562703166,1.5254966954851106,-1.2394676842361405,North,Home Office,Distributor,Standard,0
0.7525700521123121,0.8013546691022875,-1.9775920967370089,0.8285871033296446,-2.008884794789574,1.222954036120948,East,Home Office,Distributor,Premium,0
-1.0539053433121843,2.1058557800348066,1.6156886671484774,-1.6154472208314348,-1.7310146531591153,-0.1676865392110129,North,Corporate,Retail,Premium,0
1.3535020370567905,0.9116571590138322,1.7944132912682662,-1.947958686416443,0.9279373835909016,1.309615812104171,West,Consumer,Retail,Basic,1
0.1189453401022547,2.6337840153774854,2.4361152146767995,-1.7666806192026732,1.1684907071565205,0.7795364479351881,West,Corporate,Retail,Basic,1
0.7594735200104369,-3.460336408645187,-0.3025157823028903,0.4031949865070272,4.189411123341928,0.930787409707244,North,Consumer,Retail,Basic,0
-1.282379813410687,2.1885346455110093,1.0546687673437092,-0.7456747078977686,0.6939406810142356,0.94437169329625,West,Home Office,Distributor,Basic,1
0.102976077880334,-1.6666638780510148,3.398687568125,-3.277161948971769,0.9727402436620356,-0.4801267364571755,East,Home Office,Distributor,Basic,0
0.3517138118458546,-0.9632985715586032,0.0063595001678595,0.8483642199439925,1.455199830972742,-1.0789530007395085,West,Corporate,Distributor,Standard,0
0.2684800221381311,0.1912951741771794,-0.9505902736124512,0.0057484260075137,-0.68677863614171,1.4059730839532525,West,Consumer,Retail,Premium,0
-0.674955544116875,2.486386415302819,0.8275317859405678,-0.6267069966799338,-2.470067011461218,-0.8273519913642515,North,Consumer,Online,Standard,0
1.036515280266285,-0.186109285479167,1.1488992083454823,-1.3719638443900664,1.1322486436621162,1.0516614704351233,East,Consumer,Online,Basic,1
0.3497654861951215,-0.0748122774497297,2.7125374471960315,-1.9466914773633777,-0.3441693871749656,-1.7551501096502549,South,Consumer,Online,Basic,0
0.6423625992195048,1.6952140274739147,2.7084818328037725,-1.113314559325822,-0.1880774013297552,-2.313401481347871,East,Consumer,Retail,Basic,0
